id,title,date_time,Date,Time
4036655,"Corvex Management adds Endeavor Group, exits Catalent",2023-11-14 16:54:25-05:00,2023-11-14,16:54:25
4035795,APEC summit could be beneficial for US-China trade,2023-11-13 15:24:46-05:00,2023-11-13,15:24:46
4035717,EG Group inks deal to use Tesla's ulta-fast chargers across Europe,2023-11-13 13:18:43-05:00,2023-11-13,13:18:43
4035275,"Exxon was most shorted S&P 500 stock last month, topping Tesla - BI",2023-11-11 20:30:00-05:00,2023-11-11,20:30:00
4034914,A Magnificent 7 stock crash would be one for the history books,2023-11-10 08:30:07-05:00,2023-11-10,08:30:07
4034636,Tesla swings lower amid some concerns on the Chinese economy,2023-11-09 17:29:41-05:00,2023-11-09,17:29:41
4034355,"Unionization pushes at Tesla, Toyota and Volkswagen could be on tap even if the odds are long",2023-11-09 13:59:55-05:00,2023-11-09,13:59:55
4034131,Big tech stocks should continue to perform better than the whole S&P 500 into 2024,2023-11-09 10:15:05-05:00,2023-11-09,10:15:05
4033956,Magnificent 7 stock ownership hits 'critical mass',2023-11-09 08:09:06-05:00,2023-11-09,08:09:06
4033906,"Tesla is tagged with a bear rating by HSBC due to risks around Elon Musk, late timelines",2023-11-09 07:20:18-05:00,2023-11-09,07:20:18
4032805,China auto sales soar in October off strong electric vehicle demand,2023-11-08 07:40:23-05:00,2023-11-08,07:40:23
4032134,Elon Musk says Neuralink's vision chip will be ready in a few years,2023-11-07 13:23:05-05:00,2023-11-07,13:23:05
4032085,Automakers are not making affordable EVs anytime soon,2023-11-07 12:43:07-05:00,2023-11-07,12:43:07
4031632,Tesla plans to raise Model Y prices in China,2023-11-07 07:07:19-05:00,2023-11-07,07:07:19
4031197,Small caps could see a bounce next year,2023-11-06 13:49:18-05:00,2023-11-06,13:49:18
4030798,Tesla gains on report it may produce a €25K electric vehicle out of Germany,2023-11-06 06:53:37-05:00,2023-11-06,06:53:37
4030706,Electric vehicle stocks have lost their buzz - stunning partnerships could be the new plan,,,
4030498,Union pressure and higher auto wages - it's not just a Detroit issue,,,
4029947,Elon Musk warns AI will make all jobs obsolete at some point,,,
4029461,Elon Musk says Starlink service hits 'breakeven cash flow' ahead of possible IPO,,,
4027954,Subaru to use Tesla charging standard for North American EVs,,,
4027852,Cathie Wood’s ARKK suffers outflows for the third consecutive month in October,,,
4027533,"Tesla eyes producing 200,000 Cybertrucks annually - Elon Musk",,,
4027270,Tesla wins California autopilot crash case,,,
4027139,Wolfe Research ‘Cracks are starting to show’ for Magnificent 7,,,
4026812,Trick or Treat: S&P 500 top and bottom YTD performers,,,
4026474,Ford to add 3K more Tesla Superchargers to its EV charging network,,,
4026327,Tesla drags as it hits lowest intraday since May; down 4%,,,
4025955,Tesla raises price of Model Y SUV in China,,,
4025692,"DataTrek: Lofty valuations aren't limited to Big Tech; cites Lilly, Mastercard",,,
4025173,A hiccup or two in the big seven won’t change the trajectory of their earnings,,,
4024945,BP to buy $100M of Tesla ultra-fast chargers to expand U.S. presence,,,
4024211,California’s Cruise incident could have bigger ramifications for the self-driving vehicle industry.,,,
4023489,American companies will have to learn how to compete against Chinese manufacturers,,,
4022834,Tesla confirms that the DOJ is still asking questions,,,
4022689,Tesla expects capex spending to top $9B in 2023,,,
4022685,Which 'Magnificent 7' stock should be your top portfolio holding?,,,
4022198,Toyota works out deal with Tesla to adopt NACS charging standard,,,
4022085,ChargePoint gives Tesla drivers a boost with NACS connectors,,,
4022051,Electric vehicle stocks fall after Tesla earnings disappoint,,,
4021860,"Biggest stock movers today: AT&T, Blackstone, Tesla, Netflix, Las Vegas Sands and more",,,
4021887,Tesla falls as investors adjust to new margins realities,,,
4021862,Elon Musk: 'we dug our own grave' with Cybertruck; Tesla slumps,,,
4021836,"Chinese EV stocks drop as Tesla earnings, guidance disappoint",,,
4021753,Tesla in charts: Margins shrink in Q3,,,
4021740,Tesla sees margins tighten but holds the line on full-year deliveries guidance,,,
4021704,"Tesla Non-GAAP EPS of $0.66 misses by $0.07, revenue of $23.35B misses by $790M",,,
4021514,"5 stocks to watch on Wednesday: Tesla, Abbott Labs, P&G and more",,,
4021229,Electric truck plans keep getting delayed - does Rivian have an opening?,,,
4020802,"Tesla earnings preview: Eyes on deliveries guidance, margin outlook, Cybertruck update and Gigafactory plans",,,
4020868,Hennessy Funds is bullish on stocks - these in particular,,,
4020822,Companies with lower implied volume have higher potential for earnings surprise - BofA,,,
4020636,"Dow, S&P, and Nasdaq rise to kick off a big week of earnings",,,
4020485,"Earnings week ahead: Tesla, Bank of America, AT&T, Netflix, American Airlines and more",,,
4020477,"Catalyst watch: Tesla earnings, Jerome Powell speech, UAW drama and Baidu event",,,
4020464,Cathie Wood’s ARKK nears multi-month lows as investors retract $500M since its 2023 peak,,,
4020448,"As the UAW plays hardball in Detroit, will GM-Ford merger rumors get a jumpstart?",,,
4020205,Tesla announces pay raise for German plant workers amid union dispute,,,
4019796,Amy Wu Silverman: VIX index continues to be muted amid geopolitical conflict,,,
4019475,J.P. Morgan’s Stephen Parker: New highs for stocks by mid-2024,,,
4019369,Bank of England warns on U.S. tech stock valuations,,,
4019163,Morgan Stanley: The S&P 500 technicals take center stage in a bearish backdrop,,,
4019121,Tesla employees at German factory express concerns over working conditions,,,
4019086,Investor Movement Index slips for first time in five months,,,
4019008,Tesla headwinds include a sales deceleration in China and price cuts in the U.S.,,,
4018870,SEC seeks to force Musk testimony on Twitter stock acquisitions,,,
4018899,"5 stocks to watch on Friday: Tesla, Veralto, Flowserve and more",,,
4018877,Tesla cuts Model 3 and Model Y prices in U.S. after missing Q3 delivery estimates,,,
4018781,Sigma Lithium sales process said to be going well - report,,,
4018703,GM has 20M vehicles facing airbag problem - WSJ,,,
4018246,STMicroelectronics said to build new $5B silicon carbide factory in Italy,,,
4017849,Correction could be coming for mega caps - Wells Fargo,,,
4017753,"Deepwater Asset Management: A ""messy decade"" for combustion puts Tesla in prime position",,,
4017126,Tesla drives back into positive territory after full-year guidance reassures investors,,,
4017086,Tesla reports sequential drop in deliveries due to factory downtime,,,
4016937,Tesla's Cybertruck long road to launch may end in Q4,,,
4016946,Tesla rolls out updated Model Y in China; starting price unchanged,,,
4016908,"Auto stocks to see some jolts with UAW drama, deliveries updates and macro worries in the mix",,,
4016483,Tesla and Chipotle are sued separately by the EEOC for civil rights violations,,,
4015719,"UAW strike update: Biden walks the picket line, Japanese auto stocks may get a boost",,,
4015694,Tesla will report Q3 deliveries next week with extra wildcards in the mix,,,
4015281,Tesla could be part of the European Union's probe into China subsidies,,,
4015189,Wolfe Research: Utilities remain the strongest bet for growth and EPS,,,
4015096,Tesla Sell rating reiterated at Guggenheim on negative demand indicators,,,
4014972,"Thailand's Prime Minister expects $5B investment from Google, Microsoft, Tesla - report",,,
4014919,"Thinking of buying a used EV? Think very, very carefully",,,
4014764,Detroit drama: Ford goes its own way in UAW battle while auto suppliers walk a tightrope,,,
4014596,"United Auto Workers calls for strike at 38 GM, STLA locations; progress in Ford talks",,,
4014239,Tesla expands EV ambitions in India with proposal to make battery storage systems,,,
4013420,Elon Musk-backed Neuralink to start human trials,,,
4013152,"Super Micro rises as Barclays starts coverage, says 'not too late' to hop on AI train",,,
4012781,Elon Musk denies WSJ report that Tesla's in talks with Saudi Arabia for factory,,,
4012602,Tesla is reportedly in early talks with Saudi Arabia on electric vehicle factory,,,
4012524,Erdogan calls on Elon Musk to build Tesla factory in Turkey,,,
4012219,"Tesla set to pop the champagne as UAW strikes against Ford, GM, Stellantis",,,
4012140,UAW walkout: First ever simultaneous strike begins at Detroit Three,,,
4011737,UAW eyes targeted strikes at auto plants in first wave of labor walkout,,,
4011498,"Senate AI summit gathers tech leaders, power players for closed-door policy talks",,,
4010797,"Tesla, suppliers expected to invest $15B in Gigafactory Mexico - report",,,
4010624,Tesla leads the S&P 500 Index as AI premium plays in,,,
4010446,"Biggest stock movers today: Tesla, Qualcomm, J.M. Smucker and more",,,
4010435,Tesla is a top pick at Morgan Stanley with Dojo called a $500B wildcard,,,
4010342,"Catalyst Watch: Arm IPO, Apple event, and Senate AI Forum with Musk, Zuckerberg, and Gates",,,
4010199,Chinese car sales hit record for August; Tesla deliveries up,,,
4009536,Crypto firms said to win fair-value accounting method,,,
4009463,"Tesla, Rivian and other EV pure plays look for an edge while Detroit automakers face crippling strike",,,
4009251,Why did Tesla stock go up today? Look East,,,
4008839,Tesla's China-made EV sales surge in August,,,
4008304,Tesla cuts prices in China yet again; Introduces a new Model 3 with longer range,,,
4007682,Tesla under DOJ investigation for building Musk a glass castle,,,
4007484,Detroit auto giants face tough labor decisions while Tesla cruises ahead,,,
4007308,JOLTS shows megacaps are still mega-dependent on the Fed,,,
4007243,Tesla cruises higher even as the NHTSA pushes harder on Autopilot safety,,,
4006637,Hedge and mutual funds rotate from tech; see the stocks they love and shun,,,
4006576,Auto stocks are in the spotlight with potential roadblocks ahead,,,
4006311,Tesla's Supercharger business is seen growing to be a $20B revenue monster,,,
4006142,Tesla approaches the Cybertruck rollout cautiously due to unique design,,,
4005201,Megacap stocks setting up for potential breakout - Wells Fargo,,,
4005464,Tesla dips amid report of lowered production target at German plant,,,
4004948,Why did Tesla stock go up today? It's not China,,,
4003780,China's internet regulator tries to ease concerns of foreign firms on new data rules - report,,,
4003706,Tesla gets big Texas win with charging mandate,,,
4003164,"Coatue Management takes new stake in Oracle, exits GameStop, trims Tesla, adds to Amazon",,,
4002831,Electric vehicle sticker shock: Tesla introduces cheaper versions of the Model S and Model X,,,
4002705,Tesla launches cheaper Model S and X standard range versions,,,
4002612,"David Tepper's Appaloosa adds AMD, Apple, exits Walt Disney, Tesla",,,
4002084,Tesla trims prices of some Model Y versions in China,,,
4001928,Heat-pump shipments slump as households await tax rebates,,,
4001622,"Elon Musk, Mark Zuckerberg fight to take place in 'epic location' of Italy (update)",,,
4001571,"Big expansion for Cruise, Waymo driverless vehicles in San Francisco",,,
3999208,"Uber Crowded, Battleground and Sweet 16 stock portfolios from Jefferies",,,
3999071,"Tesla's CFO departure doesn't mean run for the hills; China deliveries, on the other hand...",,,
3998301,Elon Musk's Neuralink raises $280M in Series D funding,,,
3998152,Tesla CFO steps down after 13 years at the company; shares fall,,,
3997979,Lucid Group cuts Air sedan prices in limited time offer amid weak demand,,,
3996558,"4 stocks to watch on Thursday: Tesla, Occidental Petroleum and more",,,
3996500,Tesla's China deliveries fell to a 2023 low in July,,,
3993255,"Stick to U.S. stocks that offer experience over hope, Goldman says",,,
3994520,Tesla faces an NHTSA probe over steering control issue,,,
3994214,"Rivian Automotive skids lower after Cantor Fitzgerald warns on valuation, EV truck competition",,,
3993963,"Foxconn EV unit sees India, Thailand as targets for new small car - report",,,
3993593,Exxon in talks with automakers to supply lithium; Albemarle jumps,,,
3993440,Tesla trades lower as EV auto prices to drop in Hong Kong,,,
3992967,Sigma Lithium jumps following reported M&A speculation,,,
3991691,Tesla is being investigated by California on autopilot safety issues,,,
3990516,"Mobileye deserves place in AI portfolios, Morgan Stanley says",,,
3989975,Tesla slips after UBS downshifts to a Neutral rating on the EV stock,,,
3989623,BofA: Movement in S&P 500 has broadened out after Big Tech-led rally early in the year,,,
3989395,Tesla skids 10% after earnings disappoint; other EV stocks go in reverse,,,
3989208,Inside Tesla: All eyes on the margin line,,,
3989180,"4 stocks to watch on Thursday: Tesla, Johnson & Johnson and more",,,
3988996,Tesla discloses talks to license full self-driving software to other automakers,,,
3988936,"Tesla tracks higher after investors size up margin crunch, deliveries update",,,
3988902,"Tesla Non-GAAP EPS of $0.91 beats by $0.09, revenue of $24.93B beats by $200M",,,
3988789,Electric vehicle jolts: Stocks that have scorched shorts this year vs. the short winners,,,
3988477,"Tesla earnings preview: EV sector buckles up for pricing, margin and new model developments",,,
3988297,Samsung said to make Tesla's next-gen self-driving chips,,,
3988060,Elizabeth Warren calls on SEC to investigate Tesla for corporate governance issues,,,
3987914,"U.S. to help India speed up energy transition, says Janet Yellen",,,
3987921,"As earnings season kicks into gear, can the stock market defend its rally?",,,
3987864,Tesla enters the electric truck battle after first Cybertruck rolls off the production line,,,
3987483,"Earnings week ahead: Tesla, Netflix, Johnson & Johnson, Bank of America and more",,,
3987608,China's BYD plans $1B joint venture to make EVs in India - report,,,
3987358,Tesla eyes producing 500K vehicles a year locally in India,,,
3987120,Elon Musk unveils xAI to 'understand reality' and 'true nature of universe',,,
3986851,China auto sales cool off in June but end the first half of the year up 10%,,,
3986698,Wells Fargo highlights Nasdaq 100 rebalance trade opportunities,,,
3986674,Nasdaq 100 set for special rebalance amid 'Magnificent Seven' domination,,,
3986537,Investor Movement Index continues climb in June amid market rally,,,
3986121,Tesla sacks some battery workers at Shanghai factory - report,,,
3986002,Austin is becoming ground zero for autonomous driving tests,,,
3985021,"Paycom, Chipotle highlight Goldman's Rule of 10 stock screens",,,
3985174,"BYD launches Denza N7 SUV, a potential rival to Tesla's Model Y",,,
3984991,Elon Musk may face off with Mark Zuckerberg in ring as soon as August - reports,,,
3984854,"Biggest stock movers today: Tesla, AstraZeneca, Netlist and more",,,
3984949,"4 stocks to watch on Monday: Tesla, Apple and more",,,
3984914,Panasonic requires 4 more EV battery factories to bolster capacity- report,,,
3984899,Tesla rips big gain after deliveries report dazzles; EV peers move higher as well,,,
3984833,"Tesla confirms new record deliveries, beats expectations",,,
3984410,Tesla could report record Q2 deliveries - will shares get a jolt?,,,
3983883,EV charging ports in the U.S. expected to grow fourfold by 2027 - Wood Mackenzie,,,
3983298,Industry standards body SAE to adopt Tesla's charging connector system,,,
3982976,Why did Tesla stock slip today? Another Wall Street firm pulled its bull rating (updated),,,
3982931,Auto investors strap in ahead of big week of deliveries and sales reports,,,
3982675,Tesla is downgraded at Goldman Sachs as Wall Street continues to dial up caution on the EV stock,,,
3982423,Tesla holder Ron Baron sees stock hitting $500 in 2025,,,
3982272,Lithium supplies may not be enough to meet EV demand - report,,,
3981860,Tesla loses bull rating at Morgan Stanley with AI premium seen at risk,,,
3981854,Elon Musk may have cage match with Mark Zuckerberg in battle of tech CEOs,,,
3981796,"U.S., India expected to deepen economic ties during Modi visit",,,
3981645,Talon Metals seeks regulatory OK for proposed Minnesota nickel mine,,,
3981326,Tesla is downgraded at Barclays ahead of Q2 earnings,,,
3981244,More big wins for Tesla: Charging standards and EV subsidies,,,
3981014,China is holding back on stimulus - watch these stocks,,,
3980137,Putting a number to Tesla's new Supercharger-for-all business,,,
3980049,XPeng rolls out assisted driving tech in Beijing,,,
3979889,Tesla looks to notch record 14th straight gain,,,
3979760,Electric vehicles can take a victory lap with ICE dominance in the rear-view mirror,,,
3979728,"Oil demand to slow sharply by 2028, putting peak in sight - IEA",,,
3979727,Nvidia crosses $1T market cap powered by the rise of AI,,,
3979308,Deeper Dive: Investor exodus from ESG investing,,,
3979186,Wallbox rallies after supporting Tesla's NACS electric vehicle charging standard,,,
3979121,Electric vehicle stocks are sized up after Tesla Supercharger disruption,,,
3978983,"Hot Stocks: GLW, ADBE rise on analyst upgrades; TSLA gains on deal with GM; QS, MTN fall",,,
3978904,Tesla rips a big gain with analysts highlighting Supercharger revenue potential,,,
3978888,Electric vehicle charging stocks fall after GM-Tesla collaboration sends a jolt,,,
3978803,EVs made by General Motors will be able to use Tesla's Supercharger network,,,
3978767,Tesla rallies again as Spain joins the Gigafactory target list,,,
3978367,Tesla hits 2023 high as winning streak extends,,,
3978207,Defiance ETFs looks to launch new ETF with narrow focus on electric vehicles,,,
3977826,Panasonic aims to boost battery production at Tesla's Nevada Gigafactory,,,
3977506,Tesla's China-made EV sales rose 2.44% M/M in May - CPCA,,,
3977176,"Hot Stocks: ZS rises on earnings; S down on analyst downgrade; DD, CC, CTVA and TSLA gain",,,
3976471,"Elon Musk reclaims world's richest man title, overtakes Louis Vuitton's Arnault",,,
3976100,Tesla's Elon Musk continues tour in China: What's at stake?,,,
3975913,"Nvidia, Qualcomm higher, but chips mixed as debt ceiling prospects weigh",,,
3975810,Ark Invest says Tesla's Cybertruck could be as mainstream as the firm's Model Y,,,
3975755,Bear ETF tied to Tesla will be liquidated,,,
3975744,Tesla's Elon Musk meets with Chinese government officials in Beijing,,,
3975338,Elon Musk's Neuralink gets FDA nod to start human trial of brain implant,,,
3975287,Ford works out electric charging partnership with Tesla,,,
3975200,Tesla may be under scrutiny in Europe for data privacy lapses,,,
3975031,Mobileye pops as Wells Fargo starts coverage with overweight rating,,,
3974952,Global solar power investment to surpass oil for the first time,,,
3974118,Tesla sends Shanghai-made electric vehicles to Canada for sale,,,
3973941,"Ford looks to lower costs, tap into subscription revenue stream",,,
3973822,"Cathie Wood’s ARKK hits new monthly high, but capital flows are not following",,,
3973629,Confusing electric vehicle tax rules may be cutting into demand in the U.S.,,,
3973626,Will ChatGPT prevent a recession or is AI a baby bubble?,,,
3973151,Tesla bulls are recharged after annual meeting,,,
3972927,Tesla proposes local plant in India in strategy shift,,,
3972781,Why did Tesla stock go up today? Investors liked the annual meeting updates,,,
3972669,Hot Stocks: AMZN rises on new ECHO launch; ICPT falls on FDA comment; WAL leads the regional bank rally; EVGO down on equity raise; TSLA gains,,,
3972390,"Tesla meeting: Elon Musk talks rough economy, advertising and new models",,,
3972200,Electric vehicle jolts: What's working and not working with EV stocks,,,
3971957,Tesla eyes expansion of Shanghai Gigafactory - report,,,
3971835,"Steven Cohen's Point72 adds AT&T, Intel; exits Airbnb, Tesla",,,
3971753,"Tepper's Appaloosa adds stakes in Fedex, Tesla; boosts Uber, Amazon holdings",,,
3971589,"Laffont's Coatue Management adds stakes in TSM, UNH and exits AVGO, BNTX",,,
3971570,Elon Musk is still bound to have Tesla tweets approved by a company attorney,,,
3971268,Analog Devices remains Citi's top chip pick as earnings wind down,,,
3971223,Tesla to issue software fix for more than 1.1M vehicles in China,,,
3971104,"Soros Fund Management exits Tesla, slashes Rivian stake, adds Netflix",,,
3970884,"Dow posts five-day losing streak, Nasdaq, S&P end lower amid inflation fears, bank jitters",,,
3970798,"Elon Musk names Linda Yaccarino new Twitter CEO, ending speculation (updated)",,,
3970695,"Dow, S&P, and Nasdaq drift lower ahead of next week's debt ceiling meeting",,,
3970765,"4 stocks to watch on Friday: Tesla, News Corp. and more",,,
3970741,"Tesla gains after new price hikes, end of Twitter distraction boost sentiment",,,
3970299,Elon Musk says he's picked a new Twitter CEO; Tesla shares jump (updated),,,
3968373,Tesla is seen having a huge advantage over EV peers through the Inflation Reduction Act,,,
3967705,Tesla breaks ground on lithium refinery in Texas,,,
3966645,"Investor Movement Index creeps higher in April, still on 'moderate low' setting",,,
3966389,Tesla boosts prices in China on some Model S and Model X vehicles,,,
3964471,Tuttle and REX Shares plan more leveraged ETFs tied to Tesla and Nvidia,,,
3963152,"Tesla increases prices in US, China, Japan and Canada - report",,,
3962012,"Mobileye tries to rebound as Wall Street defends after China, Tesla woes",,,
3961683,"Why did Mobileye stock crash today? Blame China, Tesla",,,
3961484,"Wolfspeed, STMmicroelectronics lead chips lower as industry awaits Intel figures",,,
3961410,Mobileye stock plunges 20% as Tesla's price cuts are killing the Chinese EV market,,,
3961288,Wolfspeed stock plunges as delays from Mohawk Valley facility hurts guidance,,,
3960636,"Hot Stocks: TSLA downgrade; AMZN, NOW climb; TMO falls on earnings; crypto stocks rise",,,
3960349,Tesla loses bull rating at Jefferies due to margin worries,,,
3959623,Tesla could be forced to cut prices further - Bernstein,,,
3958972,Tesla raises 2023 capital expenditure forecast,,,
3958906,Tesla ready to ship cars to North America from China for the first time,,,
3958867,Tesla fallout: Will Detroit automakers slow down aggressive EV plans?,,,
3958629,Tesla attracts downgrade from Truist on theory that margins may be sacrificed now for long-term AI benefits,,,
3958619,Automakers watch as Chile plans to nationalize its lithium industry,,,
3958572,Tesla reverses and hikes prices after months of cuts,,,
3958571,"Cathie Wood puts a $2,000 price target on Tesla for 2027, driven by robotaxis",,,
3958455,Tesla skids 10% as investors eye the market share vs. profits tradeoff,,,
3958195,"5 stocks to watch on Thursday: Tesla, IBM, AT&T and more",,,
3958198,Tesla slides after margin miss while the EV sector braces for potential pricing war,,,
3958014,"Tesla talks margin hopes, full autonomy and energy storage on conference call",,,
3957957,"Tesla falls after lower pricing, high expenses contribute to margin miss",,,
3957920,"Tesla Non-GAAP EPS of $0.85 in-line, revenue of $23.3B misses by $60M",,,
3957786,Electric vehicle stocks drop as fears of a pricing war reverberate,,,
3957556,Tesla cuts U.S. prices for sixth time this year ahead of Q1 results,,,
3957462,Tesla earnings preview: All eyes on those +20% automotive margins,,,
3957240,"Auto Shanghai update: Nissan unveils new EV concept, Polestar outlines production plans",,,
3957169,Nio wants to refrain from Tesla-led price wars - reports,,,
3957032,Meet the only electric vehicles that will qualify for the full U.S. tax credit,,,
3956864,Investors strap in for Tesla earnings this week,,,
3956840,Renault to review prices as Tesla extends price reductions to Europe,,,
3956779,"After Tesla, rival Xpeng to cut costs in China with new vehicle manufacturing platform",,,
3956330,"NXP Semiconductors, Wolfspeed top chip stocks heading into earnings",,,
3956682,"Earnings Week Ahead: Tesla, AT&T, Charles Schwab, Netflix, and more",,,
3956681,Elon Musk to start AI rival in challenge to OpenAI,,,
3956620,"Catalyst Watch: Earnings season picks up steam, housing data due",,,
3956519,"Tesla expands its price cut to Europe, Singapore, and Israel",,,
3956036,Tesla to cut prices in Hong Kong by nearly double digit percentages - report,,,
3956031,"EPA proposes aggressive new ‘clean vehicle’ standards, projects EV acceleration",,,
3955976,Musk calls running Twitter 'really stressful'; odds rise on his replacement,,,
3955818,"Twitter is roughly breaking even, says Elon Musk",,,
3955317,"Tesla could continue cutting prices, analysts advise",,,
3955257,"4 stocks to watch on Monday: Tesla, First Republic Bank, and more",,,
3955243,Tesla faces prospect of class action suit amid privacy concerns,,,
3955218,Tesla Q1 margin under radar following price cuts - Citi,,,
3955203,Tesla to build new factory in Shanghai for Megapack battery,,,
3955182,Tesla cuts prices on all U.S. models,,,
3955112,Biden admin plans to propose ‘toughest-ever US curbs’ on auto pollution - report,,,
3955093,"Tesla employees shared, made memes of images taken from customer cameras - report",,,
3955022,DWS Xtrackers Climate ETF becomes largest ETF launch in history with $2B,,,
3954998,"Goldman shifts to Neutral on Ferrari, Sell on Volvo Cars",,,
3954948,Toyota eyes EV strategy overhaul under new leadership - report,,,
3954809,Tesla nearly triples total workforce at Austin gigafactory,,,
3954726,Automakers likely driving toward overproduction - UBS,,,
3954203,"President Biden to discuss 'risks and opportunities' of AI with science, tech advisors",,,
3954151,Tesla's March sales of China-made EVs increased 35% Y/Y - CPCA,,,
3953661,"EV stocks are in focus as investors weigh Tesla deliveries, pricing war and OPEC actions",,,
3953556,"Entegris, Wolfspeed, FormFactor slip as Citi downgrades trio",,,
3953553,"4 stocks to watch on Monday: Tesla, McDonald's and more",,,
3953376,"Tesla tops deliveries expectations with 422,875 cars moved in Q1",,,
3953351,"Tesla has installed just 3,000 Solar Roof systems in U.S., Wood Mackenzie says",,,
